player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Marco Wilson,55592,CB,FLORIDA,10,4,0,69.8,0,0,163,54.3,53.8,44.1,50.1,56.9,47.6,0,0,0,51,21.7,10,4,5,117.6,37,0,43,403,324,601,0,0,0,0,0,4,601,6,271,151,10,32,53,0,3,490,199,13.2
Wylan Free,55596,CB,FRESNO ST,6,2,0,50.0,0,0,169,69.1,71.6,82.2,61.5,78.5,73.6,1,0,1,35,8.7,2,3,0,52.1,14,0,34,307,188,343,0,0,0,0,0,0,343,6,149,2,10,19,28,1,0,156,82,11.1
Bryce Cross,55598,CB,W ILLINOIS,4,1,0,81.8,0,0,345,38.6,44.4,78.7,,59.2,43.4,0,0,0,37,25.0,4,0,1,149.1,9,0,23,77,42,114,2,0,0,2,0,7,112,0,72,5,3,11,11,0,1,143,48,15.9
Coi Miller,55601,S,HOU BAPT,1,0,0,100.0,0,0,183,56.6,64.6,74.0,58.9,75.2,80.3,0,1,0,33,0.0,0,0,0,158.3,3,0,23,0,23,51,1,0,0,1,0,0,50,2,26,27,3,5,3,1,1,46,-1,15.3
Ethan Beek,55603,S,HOU BAPT,2,0,0,100.0,0,0,183,59.0,59.2,76.3,,59.2,77.7,0,0,0,14,0.0,0,0,0,118.8,1,0,29,0,20,43,0,0,0,0,0,10,43,0,23,4,0,2,1,0,0,14,8,14.0
Marquis Britten,55604,CB,GRAMBLING,3,2,0,0.0,0,0,177,66.6,68.9,77.4,,71.3,60.0,0,0,0,,25.0,1,0,0,39.6,0,0,1,54,24,62,0,0,0,0,0,0,62,0,38,7,0,1,1,0,0,0,0,
Taurus Carroll,55606,CB,JAMES MAD,1,0,0,,0,0,197,66.0,66.5,74.5,,61.5,,0,0,0,,,0,0,0,0.0,0,0,0,29,18,29,0,0,0,0,0,0,29,0,11,0,0,0,0,0,0,0,0,
Wesley McCormick,55609,CB,JAMES MAD,4,0,0,42.9,0,0,197,74.5,73.6,80.8,68.9,61.6,64.2,1,0,1,37,15.4,2,0,0,48.5,6,0,13,193,112,207,0,0,0,0,0,0,207,3,92,1,6,11,14,1,1,56,9,9.3
Cedrick Dort Jr.,55614,CB,KENTUCKY,10,1,0,63.6,0,0,202,68.7,66.2,82.1,55.8,50.4,69.5,0,0,0,34,9.1,1,2,3,112.7,7,0,10,213,137,234,5,0,0,5,0,2,229,1,96,3,5,9,11,0,1,72,19,10.3
Kimani Donaldson,55616,CB,LIBERTY,4,0,0,100.0,0,0,206,39.7,42.9,72.5,60.0,61.6,,0,0,0,31,,0,0,0,118.8,2,0,3,10,6,15,0,0,0,0,0,0,15,1,8,0,0,0,2,0,0,45,6,22.5
Corey Straughter,55623,CB,LA MONROE,3,0,0,88.9,0,0,209,49.6,52.7,81.4,70.5,56.4,81.5,0,0,0,36,0.0,0,1,0,155.8,8,0,8,134,45,159,9,0,0,9,0,0,150,2,112,8,1,5,9,0,1,140,26,17.5
Kenderick Marbles,55624,CB,LA MONROE,8,1,1,52.0,2,0,209,53.3,56.7,85.4,91.7,52.0,66.7,0,0,0,57,12.5,2,1,3,86.6,13,1,20,231,128,301,5,0,0,5,0,0,296,4,169,43,4,13,25,1,1,167,26,12.8
Anthony Johnson,55628,CB,LOUISVILLE,9,0,0,10.0,0,0,210,67.2,64.9,0.0,60.0,64.7,36.5,0,0,0,25,33.3,1,5,2,39.6,1,0,7,109,58,119,1,0,0,1,0,0,118,1,60,1,1,2,10,0,0,25,13,25.0
Russ Yeast,55629,S,LOUISVILLE,11,8,0,73.1,1,1,210,49.3,53.9,50.8,56.4,63.7,43.3,1,1,0,44,22.0,13,2,3,151.0,19,0,171,2,332,658,7,0,0,7,0,248,651,4,322,229,6,38,26,2,4,302,105,15.9
Jontre Kirklin,55630,WR,LSU,1,0,0,,0,0,211,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Tre Person,55633,S,MICH STATE,6,1,0,63.6,0,1,223,56.1,52.4,85.3,63.7,40.7,39.4,1,1,0,24,29.7,11,0,2,122.2,7,0,27,0,202,368,0,0,0,0,0,284,368,3,163,57,2,25,11,2,1,97,40,13.9
Emmanuel Flowers,55635,S,MICH STATE,1,0,0,,0,0,223,,64.9,67.1,,64.6,78.7,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,0,3,0,0,0,0,0,1,3,0,3,0,0,2,0,0,0,0,0,
Zack Sanders,55638,CB,MO STATE,3,1,0,84.6,0,0,230,63.0,69.0,86.9,87.3,67.4,78.2,0,3,0,13,8.3,1,0,0,86.5,11,1,16,21,91,189,33,0,0,33,0,0,156,17,81,119,5,10,13,4,0,62,32,5.6
Hurshie Williams,55653,CB,GRAMBLING,3,2,0,62.5,1,0,177,71.3,69.9,0.0,59.2,69.7,39.6,0,0,0,21,20.0,2,3,1,96.9,10,0,25,0,80,174,2,0,0,2,0,3,172,1,93,144,4,6,16,0,1,84,76,8.4
Nate Perkins,55654,CB,CENT WASH,1,2,0,0.0,0,0,367,65.0,63.7,77.9,,55.3,45.6,0,0,0,,25.0,1,0,0,39.6,0,0,5,79,46,84,0,0,0,0,0,0,84,0,38,0,0,1,3,0,0,0,0,
Trey Williams,55661,CB,NWSTATE,4,0,0,60.0,0,0,257,53.6,50.2,80.1,60.0,41.4,22.2,0,0,0,48,75.0,3,0,0,104.2,3,0,12,1,45,74,0,0,0,0,0,9,74,1,28,52,1,1,5,0,0,91,42,30.3
Temitope Agoro,55666,S,DUQUESNE,5,6,0,40.0,0,0,155,63.0,68.2,78.9,66.6,72.8,64.6,0,0,0,32,13.0,3,1,1,97.9,4,0,83,3,73,191,6,0,0,6,0,35,185,2,116,64,3,14,10,0,1,70,31,17.5
Tariq Drake,55668,S,OHIO,3,0,0,0.0,0,0,259,68.0,68.6,76.4,,65.0,77.7,0,0,1,,0.0,0,0,0,0.0,0,0,7,0,24,36,0,0,0,0,0,16,36,0,12,13,1,2,1,0,0,0,0,
Jamal Hudson,55669,CB,OHIO,3,1,0,75.0,0,0,259,48.4,49.3,75.5,,58.0,76.0,0,0,0,35,0.0,0,0,0,156.3,3,0,4,42,25,47,0,0,0,0,0,1,47,0,22,0,0,1,4,0,1,70,3,23.3
Marcus Williamson,55671,CB,OHIO STATE,8,5,0,86.8,0,0,260,44.6,47.5,86.0,73.8,52.2,27.2,0,3,0,63,30.6,11,2,0,127.2,33,0,75,12,263,408,2,0,0,2,0,85,406,6,139,234,4,20,38,3,2,392,251,11.9
Shaun Wade,55673,CB,OHIO STATE,8,7,0,63.9,0,0,260,63.8,67.0,84.7,69.1,79.6,71.1,1,0,2,56,11.6,5,4,1,118.4,39,0,36,448,331,520,1,0,0,1,0,1,519,3,186,34,8,31,61,1,7,563,171,14.4
Tre Norwood,55675,S,OKLAHOMA,11,3,0,53.3,0,0,261,86.5,77.9,86.0,51.6,44.3,52.7,0,0,5,23,24.2,8,3,0,46.4,16,0,180,33,337,478,5,0,0,5,0,81,473,7,134,179,8,22,30,0,2,124,84,7.8
Tre Brown,55677,CB,OKLAHOMA,10,1,0,47.7,0,0,261,69.8,69.2,85.2,56.3,61.7,60.8,0,1,3,39,17.2,5,5,7,46.2,21,0,26,454,329,502,9,0,0,9,0,1,493,5,168,12,6,23,44,1,1,266,87,12.7
Justin Broiles,55678,S,OKLAHOMA,5,2,0,100.0,0,0,261,64.6,63.8,78.1,60.0,60.4,54.7,0,0,0,22,18.2,2,0,0,113.5,4,0,39,3,40,74,0,0,0,0,0,18,74,1,33,14,4,7,4,0,0,45,32,11.3
Taoheed Karim,55680,S,NORTHEA ST,1,2,0,50.0,0,0,1030,63.5,64.4,77.8,,64.2,68.7,0,0,0,3,11.1,1,0,0,56.3,1,0,15,0,31,74,0,0,0,0,0,53,74,0,43,6,0,6,2,0,0,3,6,3.0
Deommodore Lenoir,55686,CB,OREGON,7,2,0,54.5,0,1,264,62.7,65.0,83.6,58.7,71.0,85.6,0,0,1,47,3.2,1,0,1,90.3,18,0,92,377,250,485,8,0,0,8,0,5,477,1,234,3,9,28,33,0,3,199,62,11.1
DJ Brown,55688,CB,LA TECH,6,1,0,0.0,0,0,208,60.1,59.2,76.7,,56.3,26.8,0,0,0,,50.0,2,0,0,39.6,0,0,5,63,24,69,0,0,0,0,0,1,69,0,45,0,0,1,1,0,0,0,0,
Tariq Castro-Fields,55689,CB,PENN STATE,3,1,0,63.6,1,0,266,70.9,67.2,0.0,,54.4,62.7,0,0,0,42,16.7,2,1,1,119.1,7,0,16,145,97,177,4,0,0,4,0,1,173,0,80,11,4,9,11,0,1,89,37,12.7
Lamont Wade,55690,S,PENN STATE,9,7,0,62.1,0,0,266,50.0,56.3,87.0,52.9,72.9,70.8,0,0,1,49,16.2,6,2,1,105.4,18,0,120,4,239,466,4,0,0,4,0,147,462,4,223,191,7,24,29,0,3,219,62,12.2
Dedrick Mackey,55691,CB,PURDUE,6,2,0,60.0,0,1,273,57.6,58.9,0.0,,73.0,76.6,0,0,0,44,8.3,2,2,2,122.5,15,0,11,354,191,384,12,0,0,12,0,4,372,0,193,3,6,20,25,0,3,185,102,12.3
Kenneth Major,55692,CB,MIDDLE TN,8,2,0,59.4,0,0,224,55.6,54.8,83.8,,50.7,63.0,0,0,0,48,16.7,4,1,0,121.5,19,0,13,319,181,358,3,0,0,3,0,0,355,0,177,23,3,18,32,0,4,233,52,12.3
Justin Guy-Robinson,55696,CB,SMU,2,0,0,100.0,0,0,287,48.7,50.9,71.7,,61.7,,0,0,0,26,,0,0,0,118.8,1,0,0,15,7,16,0,0,0,0,0,0,16,0,9,0,0,0,1,0,0,26,12,26.0
Devin Rockette,55699,CB,S ALABAMA,11,3,0,57.1,0,0,288,67.7,69.6,84.5,58.7,73.7,74.9,0,0,2,39,9.7,3,4,2,83.9,20,0,34,465,255,510,3,0,0,3,0,0,507,2,253,7,7,25,35,0,3,247,67,12.4
Gus Nave,55700,CB,MCNEESE,1,0,0,0.0,0,0,217,45.0,41.6,68.4,,60.0,,0,0,0,,,0,0,0,39.6,0,0,0,4,3,4,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,
Al Young,55701,CB,SE MO ST,8,2,0,34.6,0,0,293,69.9,66.0,23.9,58.7,52.1,56.5,0,0,2,80,20.0,3,2,3,68.6,9,0,41,328,188,382,2,0,0,2,0,9,380,2,192,1,1,10,26,0,3,195,82,21.7
Jalen Russell,55704,CB,SO UTAH,4,1,0,75.0,0,0,298,58.0,60.5,81.3,53.1,76.6,84.0,0,0,0,55,0.0,0,0,2,121.1,12,0,9,187,121,201,0,0,0,0,0,1,201,2,78,4,3,9,16,0,1,137,30,11.4
Caleb Lawton,55709,CB,STF AUSTIN,3,0,0,42.9,0,0,301,74.9,74.8,79.1,75.6,55.5,45.7,0,1,0,8,28.6,2,3,1,50.3,3,1,5,3,35,62,0,0,0,0,0,1,62,5,22,53,4,5,7,2,0,21,14,7.0
Kordell Rodgers,55713,CB,TEXAS ST,7,6,0,62.5,0,0,314,55.1,56.8,82.7,59.7,60.0,56.6,0,0,1,30,20.0,7,2,1,87.2,20,0,77,354,180,436,3,0,0,3,0,2,433,1,255,0,6,22,32,0,2,194,46,9.7
Marcus Jones,55717,CB,HOUSTON,7,1,0,54.5,0,0,182,88.9,89.5,84.7,76.2,80.8,79.3,1,0,1,25,6.3,2,5,1,63.3,18,0,24,246,187,374,3,0,0,3,0,2,371,3,184,99,11,29,33,1,1,145,80,8.1
Shon Spralling,55718,LB,TROY,7,4,0,90.0,0,0,318,73.0,77.5,81.7,83.8,75.6,82.3,0,0,0,29,8.3,2,0,0,102.1,9,0,36,2,74,151,12,0,0,12,0,1,139,8,69,100,8,18,10,0,0,85,100,9.4
Terence Dunlap,55719,CB,TROY,10,5,0,61.0,0,0,318,64.6,67.4,38.8,,82.0,50.4,0,0,3,70,13.9,5,5,4,93.9,25,0,18,517,281,541,4,0,0,4,0,0,537,0,260,2,8,26,41,0,4,383,107,15.3
Jaylon Monroe,55721,CB,TULANE,12,0,0,55.0,0,0,319,60.3,62.5,86.4,52.7,70.9,58.5,0,0,0,75,11.1,4,7,8,115.4,33,0,42,707,426,788,2,0,0,2,0,5,786,4,358,31,5,32,60,0,6,492,141,14.9
Willie Langham,55722,CB,TULANE,11,2,0,50.0,0,0,319,60.9,60.3,35.6,51.0,62.2,52.1,0,1,2,55,20.5,8,5,3,82.0,28,0,54,506,318,605,3,0,0,3,0,4,602,7,280,37,5,29,56,1,3,474,97,16.9
Brontae Harris,55723,CB,UAB,9,3,0,55.6,1,0,321,68.6,70.4,85.2,76.1,70.2,71.2,0,0,1,25,11.8,4,4,5,92.0,20,1,14,408,276,462,10,0,0,10,0,2,452,1,185,28,12,27,36,1,3,237,85,11.9
Grayson Cash,55727,S,UAB,5,2,0,45.5,0,0,321,68.1,65.2,84.6,52.5,56.7,80.0,0,1,2,70,11.1,2,1,0,76.1,5,0,42,4,145,255,4,0,0,4,0,141,251,4,106,64,4,14,11,1,1,120,61,24.0
Dy'jonn Turner,55732,CB,UAB,7,3,0,50.0,0,0,321,66.6,62.0,28.4,50.6,56.5,68.7,1,1,0,35,12.9,4,2,4,59.0,15,0,71,12,177,340,27,0,0,27,0,0,313,26,137,230,9,24,30,2,0,110,50,7.3
Greg Johnson,55734,CB,USC,4,1,1,88.9,0,0,326,61.3,58.9,83.6,63.5,44.1,42.4,1,2,0,75,25.0,5,0,0,155.8,8,0,15,10,119,177,5,0,0,5,0,3,172,12,46,144,3,14,9,3,1,172,60,21.5
Andre Grayson,55735,CB,UTAH ST,4,0,0,78.6,0,0,329,57.8,53.8,0.0,54.3,50.0,35.3,0,0,0,44,23.1,3,0,1,143.2,11,0,15,1,81,131,3,0,0,3,0,3,128,7,43,109,5,10,14,0,2,124,99,11.3
Zahodri Jackson,55736,CB,UTAH ST,5,3,0,59.1,0,0,329,60.7,59.5,82.6,54.0,54.9,67.6,1,1,0,54,12.5,3,0,0,109.8,13,0,31,279,156,324,5,0,0,5,0,1,319,4,164,8,4,18,22,2,2,149,27,11.5
Jarrod Green,55737,S,UTAH ST,2,3,0,66.7,0,0,329,45.7,49.1,78.8,,58.7,26.9,0,0,0,11,44.4,4,0,0,78.5,2,0,26,0,39,79,0,0,0,0,0,42,79,0,40,11,0,2,3,0,0,15,8,7.5
Ja'Marcus Ingram,55738,CB,TEXAS TECH,5,2,0,77.8,0,0,315,51.3,55.2,80.5,,67.3,78.5,0,0,0,32,5.9,1,0,0,155.8,7,0,16,58,63,119,0,0,0,0,0,36,119,0,56,8,1,14,9,0,1,116,28,16.6
George Hicks III,55744,CB,WASH STATE,4,2,0,63.2,0,0,341,56.0,57.9,82.2,77.4,58.9,79.1,0,0,0,57,5.3,1,2,0,140.8,12,1,11,199,128,221,8,0,0,8,0,1,213,3,90,2,3,16,19,1,3,212,45,17.7
Madison Cone,55747,CB,WISCONSIN,2,0,0,33.3,0,0,349,63.0,63.5,77.8,,61.4,21.5,0,0,0,36,100.0,1,0,0,79.9,1,0,2,3,32,39,0,0,0,0,0,0,39,0,7,34,0,0,3,0,0,36,8,36.0
Faion Hicks,55748,CB,WISCONSIN,7,0,0,41.4,0,0,349,70.7,70.7,84.8,59.0,66.2,41.2,0,0,0,38,27.8,5,4,0,69.5,12,0,27,96,195,334,0,0,0,0,0,2,334,1,138,209,4,13,29,0,1,149,49,12.4
Keyon Blankenbaker,55749,CB,WYOMING,3,1,0,86.7,0,0,351,53.5,53.2,82.2,59.2,53.3,59.2,0,0,0,42,20.0,2,1,0,158.3,13,0,6,2,79,116,5,0,0,5,0,12,111,1,36,91,1,7,15,0,2,201,92,15.5
C.J. Coldon,55750,CB,WYOMING,6,5,0,41.9,0,0,351,66.5,68.2,83.5,,71.5,75.6,0,0,2,47,9.1,3,2,1,35.3,13,0,25,357,209,392,3,0,0,3,0,4,389,0,183,2,4,25,31,0,0,187,36,14.4
Jordyn Riley,55767,CB,AKRON,4,2,0,76.5,0,0,102,38.3,39.9,81.7,60.0,50.2,26.5,0,0,0,75,31.3,5,2,3,157.5,13,0,3,201,93,212,0,0,0,0,0,0,212,1,118,8,0,9,17,0,3,293,57,22.5
Daniel Wright,55772,S,ALABAMA,13,5,0,71.4,0,0,103,53.3,52.7,39.8,62.5,51.5,55.0,2,2,2,68,21.1,15,3,2,94.5,30,0,186,10,394,630,3,0,0,3,0,340,627,11,225,90,16,51,42,4,1,452,238,15.1
Kyriq McDonald,55774,S,MO STATE,6,10,0,67.7,0,0,230,58.9,64.9,0.0,73.6,78.7,78.0,0,2,0,67,10.4,5,2,2,131.1,21,1,133,11,209,411,16,0,0,16,0,121,395,12,190,130,17,33,31,3,3,300,93,14.3
Denzel Davis,55778,S,ALAB A&M,1,0,0,100.0,0,0,104,75.7,71.8,76.4,70.6,50.1,44.4,0,0,0,2,33.3,1,0,0,79.2,2,1,17,0,30,42,1,0,0,1,0,19,41,2,10,5,3,2,2,1,0,2,2,1.0
Armoni Holloway,55781,LB,ALAB A&M,2,4,0,50.0,0,0,104,58.9,68.5,0.0,68.4,80.3,75.6,1,0,0,11,6.3,1,0,1,57.3,2,1,106,0,62,119,4,0,0,4,0,0,115,11,46,9,5,11,4,2,0,13,22,6.5
Shaun Jolly,55783,CB,APP STATE,12,5,0,47.4,0,2,108,61.6,66.6,86.0,62.9,84.8,81.0,0,0,0,42,2.5,1,4,0,73.6,27,1,49,553,355,693,2,0,0,2,0,0,691,3,335,86,11,34,57,1,1,358,88,13.3
Steven Jones,55785,CB,APP STATE,12,0,0,54.5,0,0,108,81.1,78.0,0.0,59.7,65.2,86.6,0,0,2,75,0.0,0,1,2,61.6,12,0,19,187,126,215,2,0,0,2,0,2,213,1,88,3,3,15,22,0,1,194,75,16.2
Ryan Huff,55786,S,APP STATE,12,8,0,47.8,0,1,108,58.1,62.4,84.1,50.8,69.2,56.7,0,1,3,78,12.2,5,3,0,94.0,11,0,255,2,311,596,0,0,0,0,0,290,596,11,274,48,11,28,23,1,3,380,176,34.5
Evan Fields,55793,S,ARIZONA ST,4,6,0,85.7,0,3,110,73.7,73.6,81.9,61.9,71.2,65.2,0,1,0,24,15.0,6,1,0,140.2,6,0,96,7,148,282,2,0,0,2,0,130,280,5,129,47,6,28,7,1,1,57,42,9.5
Korey Hernandez,55796,S,E MICHIGAN,6,10,0,81.8,0,1,160,67.6,60.5,22.8,51.1,53.0,51.3,0,0,0,23,21.7,13,0,2,87.1,9,0,212,6,166,364,4,0,0,4,0,79,360,6,192,63,6,37,11,0,0,54,30,6.0
Montaric Brown,55797,CB,ARKANSAS,8,5,0,61.1,0,1,111,70.9,70.9,85.1,74.4,62.6,62.7,0,0,1,35,10.5,4,4,2,72.6,22,0,51,502,304,576,5,0,0,5,0,1,571,2,270,17,8,29,36,0,1,189,64,8.6
Chevin Calloway,55799,S,SMU,10,8,0,69.6,0,1,287,57.3,57.8,87.7,,57.7,46.3,0,0,0,75,23.3,10,1,0,144.9,16,0,71,0,193,363,0,0,0,0,0,209,363,0,170,81,6,25,23,0,3,250,139,15.6
Chris Skyers,55809,S,ARMY,5,2,0,66.7,0,0,114,68.4,63.9,77.7,58.8,53.8,41.1,0,0,0,16,28.6,4,1,0,86.8,2,0,43,0,51,93,0,0,0,0,0,40,93,2,40,10,3,8,3,0,0,21,0,10.5
Javhari Bourdeau,55811,CB,ARMY,7,1,0,52.6,0,0,114,69.1,66.5,82.3,53.3,54.8,45.7,0,0,1,45,23.8,5,3,0,67.9,10,0,21,242,143,269,3,0,0,3,0,1,266,4,122,2,2,15,19,0,1,120,34,12.0
Dean Ngendakuriyo,55815,CB,ARMY,1,0,0,,0,0,114,61.4,62.2,67.3,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,3,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,
Devin Guice,55822,S,AUBURN,1,0,0,,0,0,115,66.6,68.7,71.9,63.0,,,0,0,0,,,0,0,0,0.0,0,0,4,0,20,20,0,0,0,0,0,7,20,0,0,9,0,0,0,0,0,0,0,
Jordyn Peters,55824,S,AUBURN,11,6,0,55.6,0,0,115,60.4,65.5,83.1,54.5,76.0,85.5,0,1,1,49,5.3,2,1,0,72.7,10,0,73,5,188,322,3,0,0,3,0,200,319,4,130,40,8,30,18,1,1,125,27,12.5
Brandon Sebastian,55829,CB,BOSTON COL,11,3,0,60.3,1,0,121,58.4,60.5,47.4,56.8,73.7,63.0,0,0,1,32,14.6,6,8,8,100.6,38,0,24,585,373,651,9,0,0,9,0,3,642,2,276,29,8,32,63,0,5,429,104,11.3
Jahmin Muse,55830,S,BOSTON COL,11,5,2,58.3,0,1,121,58.8,59.1,21.7,54.1,63.8,41.2,0,3,3,26,20.7,12,1,3,45.7,14,0,247,12,301,612,102,0,0,102,0,106,510,39,272,144,13,41,24,3,0,199,66,14.2
Ben Stewart,55831,S,BALL ST,4,0,0,66.7,0,0,117,50.3,44.9,77.7,54.6,48.7,27.5,0,0,0,10,33.3,2,0,0,82.6,2,0,18,0,16,27,7,0,0,7,0,0,20,8,3,2,2,4,3,0,0,18,14,9.0
Ty Redding,55832,CB,BOWL GREEN,2,0,0,0.0,0,0,122,61.3,62.6,69.9,,60.0,,0,0,0,,,0,0,0,39.6,0,0,0,8,2,8,0,0,0,0,0,0,8,0,6,0,0,0,1,0,0,0,0,
Cedric Mitchell,55835,S,BOWL GREEN,4,2,0,100.0,0,0,122,60.0,53.3,78.0,,46.6,40.8,0,0,0,33,31.3,5,0,0,118.8,1,0,33,0,24,83,1,0,0,1,0,24,82,0,59,25,2,9,1,0,0,33,6,33.0
Sy Dabney,55836,S,BOWL GREEN,5,3,0,83.3,0,1,122,62.2,57.8,84.8,63.7,48.7,40.7,0,1,0,16,28.6,8,0,0,135.4,5,0,81,1,95,258,14,0,0,14,0,104,244,13,150,58,3,17,6,1,2,42,50,8.4
Aaron Cooper,55839,LB,CAL POLY,3,2,0,87.5,0,0,129,36.4,49.2,80.9,57.0,70.2,74.7,0,0,1,73,5.3,1,0,0,118.8,7,0,40,0,67,151,12,0,0,12,0,88,139,4,80,11,6,16,8,0,2,144,92,20.6
Deandre Lamont,55843,CB,CENT ARK,8,7,1,46.7,0,2,132,65.1,65.8,39.3,62.5,69.3,64.6,0,3,2,37,15.1,8,3,2,87.9,21,0,65,422,290,519,9,0,0,9,0,1,510,6,223,22,9,38,45,3,5,307,77,14.6
Isaiah Lewis,55854,S,COLORADO,6,8,1,53.6,0,0,143,76.3,73.6,87.8,77.6,54.8,75.6,2,5,0,41,10.0,4,5,1,67.9,15,3,95,3,219,407,59,0,0,59,0,47,348,38,150,203,14,28,28,10,0,142,93,9.5
Davondre Robinson,55861,S,E CAROLINA,4,3,0,100.0,0,0,156,51.0,55.2,79.3,56.7,66.1,70.1,0,0,0,38,10.0,1,0,0,158.3,5,0,28,0,50,83,3,0,0,3,0,32,80,2,31,20,2,6,5,0,2,67,16,13.4
Otis Jackson III,55866,CB,BRYANT,4,3,0,40.0,2,0,124,57.7,62.3,78.8,,74.0,64.5,0,0,0,29,12.5,2,1,3,61.3,4,0,23,125,62,148,0,0,0,0,0,0,148,0,86,0,3,11,10,0,0,62,7,15.5
Jeff Hubbard,55867,CB,E MICHIGAN,6,3,0,80.0,0,0,160,70.4,68.4,84.5,,60.8,58.7,0,0,1,57,16.7,2,0,0,118.8,4,0,30,0,68,157,5,0,0,5,0,23,152,0,89,99,2,7,5,0,2,85,69,21.3
Blake Bogan,55868,S,E MICHIGAN,2,4,0,100.0,0,0,160,48.6,57.1,76.6,59.2,70.8,65.9,0,0,0,10,12.5,1,0,0,106.3,2,0,26,0,20,49,0,0,0,0,0,7,49,1,28,16,1,3,2,0,0,19,12,9.5
Carthell Flowers,55869,S,E MICHIGAN,4,0,0,100.0,0,0,160,65.4,64.2,76.0,,60.8,47.7,0,0,0,7,25.0,1,0,0,95.8,1,0,10,0,10,33,0,0,0,0,0,7,33,0,23,16,1,3,1,0,0,7,1,7.0
Ira Branch,55872,CB,E WASHGTON,5,2,0,55.6,0,0,161,71.9,73.3,79.1,,72.9,81.3,0,0,0,34,0.0,0,1,0,78.0,5,0,8,90,52,104,1,0,0,1,0,0,103,0,52,5,2,4,9,0,0,64,31,12.8
Anthany Smith,55876,S,E WASHGTON,5,6,0,38.5,0,0,161,88.8,84.0,82.8,80.9,65.3,76.3,0,0,2,37,10.6,5,2,1,13.1,5,0,129,0,162,319,1,0,0,1,0,133,318,1,156,56,16,36,13,0,0,58,19,11.6
Patrick Moorer,55877,CB,FLORIDA,2,0,0,80.0,0,0,163,55.7,56.3,74.7,,61.2,77.0,0,0,0,36,0.0,0,1,0,156.3,4,0,0,32,23,32,0,0,0,0,0,0,32,0,9,0,0,2,5,0,1,60,42,15.0
Austin Perry,55878,CB,FLORIDA,1,0,0,,0,0,163,,60.0,66.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,
Brian Edwards,55879,CB,C MICHIGAN,6,1,0,50.0,0,0,134,64.2,63.3,80.9,57.6,58.5,79.5,0,0,0,58,0.0,0,1,0,135.4,8,0,24,180,110,211,4,0,0,4,0,0,207,3,98,3,0,3,16,0,3,218,100,27.3
Brad Stewart Jr.,55881,CB,FLORIDA,10,5,0,73.9,0,1,163,52.5,52.5,40.6,66.8,52.0,56.6,1,3,0,41,17.0,9,2,1,105.6,34,1,147,2,268,494,8,0,0,8,0,49,486,14,212,288,12,39,46,5,1,383,225,11.3
Shawn Davis,55882,S,FLORIDA,7,6,0,78.6,0,1,163,60.8,63.2,6.2,55.0,72.5,57.2,0,0,2,58,19.6,9,1,2,109.2,11,0,54,0,178,329,4,0,0,4,0,189,325,4,147,82,11,31,14,0,4,143,79,13.0
Diashun Moss,55889,CB,FAU,8,2,0,57.1,0,0,165,49.0,52.7,82.7,68.4,65.2,57.5,0,1,1,36,21.7,5,0,0,82.6,16,0,16,220,126,261,3,0,0,3,0,5,258,6,129,17,1,16,28,1,2,161,62,10.1
Zyon Gilbert,55891,CB,FAU,9,4,0,48.3,0,0,165,68.2,64.0,83.6,,48.1,58.7,0,0,1,43,13.7,7,6,0,65.1,29,0,93,395,275,527,5,0,0,5,0,32,522,0,252,2,3,40,60,0,1,348,99,12.0
Cyrus Fagan,55895,S,FLORIDA ST,1,0,0,100.0,0,0,167,53.5,54.6,72.7,,60.0,76.2,0,0,0,41,0.0,0,0,0,118.8,1,0,0,0,11,15,0,0,0,0,0,11,15,0,4,4,0,1,1,0,0,41,1,41.0
Hamsah Nasirildeen,55898,S,FLORIDA ST,2,3,0,66.7,0,0,167,65.1,70.0,77.6,58.3,75.3,75.3,0,0,1,10,7.1,1,0,0,37.5,2,0,52,0,40,81,2,0,0,2,0,14,79,4,37,13,6,10,3,0,0,14,10,7.0
Cooper Weiss,55904,CB,FORDHAM,2,0,0,,0,0,168,61.0,62.6,71.7,60.0,60.9,,0,0,0,,,0,0,0,0.0,0,0,2,0,2,9,1,0,0,1,0,0,8,1,6,6,0,0,0,0,0,0,0,
